"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"16164399","1538057","Brooklyn","Bedford-Stuyvesant","40.69501","-73.93363","Entire home/apt","25","2","50","2019-06-15","1.65","1","6"
"16164497","105513623","Brooklyn","Bedford-Stuyvesant","40.6885","-73.93283","Entire home/apt","130","2","51","2019-06-30","1.76","1","83"
"16164699","42814202","Queens","Fresh Meadows","40.74271","-73.78749","Entire home/apt","94","1","18","2019-05-02","0.6","3","173"
"16165498","28875304","Brooklyn","Bushwick","40.68856","-73.91503","Private room","85","4","4","2019-01-02","0.13","2","8"
"16166989","4936720","Brooklyn","Williamsburg","40.71545","-73.95406","Private room","110","1","77","2019-06-12","2.51","2","39"
"16170544","86115767","Manhattan","Chelsea","40.74485","-74.00186","Entire home/apt","60","1","124","2019-07-04","3.94","1","86"
"16171293","10737943","Manhattan","Upper East Side","40.77257","-73.94616","Private room","48","30","7","2019-05-12","0.26","10","342"
"16171868","73447493","Brooklyn","Bedford-Stuyvesant","40.69587","-73.93407","Private room","60","2","37","2019-06-24","1.18","1","90"
"16172073","105572605","Brooklyn","Flatbush","40.64745","-73.96207","Entire home/apt","72","1","15","2019-06-23","3.13","1","1"
"16172498","102383709","Manhattan","Harlem","40.83069","-73.94779","Private room","58","4","131","2019-06-26","4.17","2","115"
"16173564","92828204","Manhattan","Midtown","40.75979","-73.96444","Entire home/apt","1200","1","36","2019-06-09","1.64","1","354"
"16174233","9293730","Manhattan","Upper East Side","40.76982","-73.95697","Entire home/apt","89","30","11","2019-06-22","0.4","16","261"
"16175456","1314045","Brooklyn","Williamsburg","40.71341","-73.94824","Private room","99","1","230","2019-07-05","7.28","3","353"
"16177263","45520477","Manhattan","West Village","40.73365","-74.0041","Entire home/apt","500","3","21","2019-05-28","0.73","1","365"
"16177837","61391963","Manhattan","Kips Bay","40.74","-73.97936","Entire home/apt","142","30","9","2019-06-03","0.3","91","342"
"16177970","65974774","Manhattan","Upper East Side","40.77372","-73.95418","Private room","114","1","40","2019-04-26","1.28","3","324"
"16178531","3473672","Brooklyn","Williamsburg","40.70484","-73.9377","Entire home/apt","175","2","21","2019-06-28","0.81","1","313"
"16180783","6338496","Queens","Middle Village","40.71157","-73.87619","Entire home/apt","85","30","0","","null","1","280"
"16186828","563530","Bronx","Kingsbridge","40.86352","-73.90503","Private room","80","30","0","","null","1","365"
"16189705","5998815","Manhattan","Stuyvesant Town","40.73052","-73.9778","Private room","85","3","16","2019-06-21","0.51","1","9"
"16190577","43729733","Manhattan","East Harlem","40.78565","-73.94268","Private room","150","1","56","2019-06-24","1.79","1","272"
"16190902","32084117","Manhattan","Chelsea","40.74183","-73.99997","Entire home/apt","330","2","124","2019-05-27","3.94","1","317"
"16191596","105640471","Brooklyn","Sunset Park","40.64024","-74.01573","Private room","54","1","18","2018-11-11","0.61","8","241"
"16191967","105640471","Brooklyn","Sunset Park","40.64074","-74.01512","Private room","53","1","18","2019-06-17","0.63","8","360"
"16192835","47453782","Brooklyn","Williamsburg","40.70729","-73.93129","Entire home/apt","175","2","44","2019-05-12","1.43","1","3"
"16193259","105640471","Brooklyn","Sunset Park","40.64052","-74.01539","Private room","48","1","10","2019-06-10","0.71","8","240"
"16193729","105640471","Brooklyn","Sunset Park","40.64167","-74.01532","Private room","39","3","23","2019-01-02","0.82","8","137"
"16193749","105753805","Queens","Elmhurst","40.74396","-73.87476","Private room","70","1","8","2019-06-08","0.26","1","302"
"16194283","40532977","Brooklyn","Bedford-Stuyvesant","40.68128","-73.91196","Private room","29","60","13","2019-05-01","0.42","4","51"
"16194651","105762561","Queens","Jamaica","40.68038","-73.77244","Entire home/apt","125","3","42","2019-06-10","1.85","3","348"
"16194815","31820164","Manhattan","Harlem","40.81816","-73.94544","Entire home/apt","100","4","62","2019-06-17","2.1","1","80"
"16195143","105394139","Bronx","Fordham","40.86914","-73.8951","Private room","79","3","73","2019-06-20","2.79","4","69"
"16199608","312722","Brooklyn","Williamsburg","40.7087","-73.95427","Private room","70","20","3","2018-10-27","0.15","4","275"
"16201959","67523","Brooklyn","Bedford-Stuyvesant","40.69097","-73.93612","Entire home/apt","77","2","51","2019-07-07","3.1","1","5"
"16202302","104814891","Manhattan","Chinatown","40.71521","-73.99169","Private room","80","2","152","2019-07-05","5.01","1","105"
"16202962","105828180","Queens","Sunnyside","40.74604","-73.9217","Entire home/apt","120","2","78","2019-06-14","2.55","3","135"
"16204030","34307713","Brooklyn","Williamsburg","40.71422","-73.95732","Entire home/apt","175","2","71","2019-06-20","2.35","1","68"
"16205154","17167740","Brooklyn","South Slope","40.66593","-73.9879","Private room","93","2","34","2018-01-04","1.11","1","34"
"16205272","104238268","Manhattan","Harlem","40.81309","-73.94614","Entire home/apt","199","30","16","2017-12-31","0.57","1","150"
"16206077","1865198","Brooklyn","Williamsburg","40.71157","-73.95846","Entire home/apt","185","8","2","2017-05-22","0.07","1","59"
"16207381","7913732","Manhattan","East Harlem","40.79952","-73.93764","Entire home/apt","240","3","4","2018-09-03","0.17","1","7"
"16212767","6082745","Manhattan","Upper West Side","40.78361","-73.9732","Entire home/apt","225","10","14","2019-04-24","0.52","1","11"
"16213157","50760546","Manhattan","Murray Hill","40.75089","-73.98059","Entire home/apt","139","30","2","2018-11-01","0.07","31","134"
"16213608","83627325","Queens","Sunnyside","40.74554","-73.91778","Private room","109","1","5","2018-10-21","0.17","4","356"
"16214199","10762834","Queens","East Elmhurst","40.7617","-73.89134","Entire home/apt","165","2","32","2019-01-01","1.03","1","55"
"16214854","6134680","Brooklyn","Crown Heights","40.67476","-73.94209","Private room","50","1","35","2019-05-27","1.14","1","5"
"16215826","105328014","Manhattan","Gramercy","40.73565","-73.98056","Entire home/apt","90","30","5","2019-06-16","0.16","1","154"
"16216301","90658585","Staten Island","Tompkinsville","40.6339","-74.08513","Private room","55","3","6","2019-06-07","0.22","3","88"
"16219145","40721357","Brooklyn","Fort Greene","40.68814","-73.97452","Entire home/apt","150","2","34","2019-05-27","1.11","1","3"
"16220849","69189948","Manhattan","Washington Heights","40.84862","-73.93299","Private room","75","2","45","2019-07-01","1.44","3","183"
"16221732","4013000","Queens","Bayside","40.75465","-73.77361","Private room","30","15","31","2019-05-06","0.99","2","142"
"16224408","1354727","Queens","Astoria","40.77499","-73.93565","Private room","75","1","50","2019-06-18","1.59","2","61"
"16226066","29314677","Brooklyn","Sunset Park","40.64832","-73.99913","Private room","64","1","87","2019-07-01","2.82","1","42"
"16226219","59101644","Brooklyn","Williamsburg","40.71615","-73.94797","Entire home/apt","135","2","29","2019-06-07","0.93","1","82"
"16227469","65974774","Manhattan","Upper East Side","40.77585","-73.95754","Private room","132","1","14","2019-05-26","0.51","3","326"
"16227719","33213436","Brooklyn","Gowanus","40.67831","-73.98358","Private room","169","1","34","2018-10-29","1.09","8","364"
"16228697","86509759","Manhattan","East Harlem","40.80802","-73.94013","Private room","77","3","30","2019-06-28","0.98","1","90"
"16229170","185745","Manhattan","Lower East Side","40.71278","-73.9919","Entire home/apt","200","1","26","2019-06-06","0.95","2","317"
"16229583","29263011","Brooklyn","Red Hook","40.67705","-74.01436","Private room","85","2","68","2019-07-01","2.22","1","69"
"16229585","2279300","Manhattan","West Village","40.73015","-74.00304","Entire home/apt","400","3","17","2019-07-02","1.16","1","334"
"16229699","105799162","Manhattan","Greenwich Village","40.72925","-73.99927","Entire home/apt","200","1","12","2019-07-06","8.18","1","206"
"16230255","50053528","Manhattan","East Village","40.7246","-73.98258","Private room","80","3","110","2019-06-17","3.48","1","11"
"16232783","6677922","Staten Island","Great Kills","40.55616","-74.16027","Entire home/apt","51","4","29","2019-06-22","0.97","1","15"
"16233577","101499766","Queens","Springfield Gardens","40.68203","-73.75437","Private room","60","1","305","2019-07-07","9.83","2","341"
"16236157","2748223","Manhattan","Harlem","40.80447","-73.94623","Entire home/apt","120","14","1","2017-01-01","0.03","1","188"
"16238569","9442323","Brooklyn","Greenpoint","40.73242","-73.9585","Entire home/apt","250","3","64","2019-06-29","2.15","1","72"
"16241951","354891","Brooklyn","Crown Heights","40.67715","-73.94543","Shared room","100","2","0","","null","1","364"
"16242292","45299546","Brooklyn","Williamsburg","40.71297","-73.93602","Private room","47","7","2","2017-07-16","0.07","1","12"
"16242765","104177785","Queens","Jackson Heights","40.75418","-73.88586","Private room","250","2","14","2017-09-10","0.51","1","1"
"16243941","69131939","Manhattan","Lower East Side","40.71343","-73.98677","Entire home/apt","200","4","25","2019-05-27","1.12","1","352"
"16244553","106197923","Queens","Arverne","40.58873","-73.79573","Entire home/apt","85","2","99","2019-06-22","3.15","1","56"
"16244843","53836757","Manhattan","East Village","40.72947","-73.9785","Private room","85","4","20","2018-12-27","0.65","1","12"
"16245005","3568330","Brooklyn","Bedford-Stuyvesant","40.69332","-73.93502","Private room","85","9","6","2018-07-22","0.22","1","10"
"16248277","106233552","Queens","East Elmhurst","40.76652","-73.86651","Entire home/apt","239","3","12","2019-05-27","0.55","2","266"
"16251345","1468716","Brooklyn","Cobble Hill","40.68631","-73.99624","Entire home/apt","700","4","3","2019-04-17","0.24","1","89"
"16251572","35261699","Brooklyn","Greenpoint","40.72253","-73.9435","Private room","60","7","6","2018-12-30","0.2","1","62"
"16251715","75443454","Queens","Ditmars Steinway","40.77307","-73.91822","Private room","87","3","3","2019-04-19","0.1","2","343"
"16251963","40230231","Brooklyn","Greenpoint","40.72547","-73.94595","Private room","50","8","1","2019-01-02","0.16","1","2"
"16252761","106272021","Brooklyn","Prospect-Lefferts Gardens","40.66313","-73.94028","Private room","80","1","12","2018-06-10","0.39","3","5"
"16253413","36234811","Queens","Arverne","40.58989","-73.79117","Private room","69","1","25","2019-06-21","0.81","4","156"
"16254609","36234811","Queens","Arverne","40.59153","-73.79166","Entire home/apt","200","1","46","2019-06-16","1.65","4","152"
"16255284","65811347","Manhattan","West Village","40.73613","-74.00711","Entire home/apt","220","28","2","2017-08-26","0.08","1","365"
"16259438","60146124","Brooklyn","Williamsburg","40.71416","-73.93852","Private room","38","21","13","2019-05-07","0.42","1","26"
"16259441","46660053","Brooklyn","Williamsburg","40.71311","-73.95332","Private room","70","2","52","2019-06-20","1.7","3","62"
"16260353","24967970","Manhattan","Inwood","40.86269","-73.9222","Private room","80","3","6","2019-06-25","0.28","1","58"
"16260496","20844522","Brooklyn","Prospect-Lefferts Gardens","40.65963","-73.96174","Entire home/apt","53","12","17","2019-03-28","0.74","1","32"
"16261522","5164854","Manhattan","Harlem","40.81943","-73.9387","Private room","54","5","8","2018-09-03","0.31","8","332"
"16267803","1192630","Brooklyn","Crown Heights","40.67775","-73.9445","Entire home/apt","135","2","77","2019-06-25","2.66","2","61"
"16268350","104626152","Brooklyn","Bedford-Stuyvesant","40.68893","-73.95354","Entire home/apt","525","2","1","2016-12-07","0.03","4","189"
"16268951","104626152","Brooklyn","Bedford-Stuyvesant","40.68802","-73.9534","Private room","200","2","0","","null","4","189"
"16269161","104626152","Brooklyn","Bedford-Stuyvesant","40.68817","-73.95479","Private room","200","2","1","2017-01-02","0.03","4","189"
"16269344","92321381","Brooklyn","Fort Greene","40.69117","-73.96968","Entire home/apt","145","30","0","","null","1","29"
"16269989","20645317","Brooklyn","Clinton Hill","40.6886","-73.96197","Private room","80","2","4","2018-08-30","0.13","1","10"
"16270389","69427329","Queens","Elmhurst","40.73812","-73.87547","Entire home/apt","150","1","150","2019-06-23","4.82","6","255"
"16271051","69427329","Queens","Elmhurst","40.7369","-73.87613","Entire home/apt","120","1","134","2019-06-23","4.36","6","249"
"16271447","16437254","Brooklyn","Boerum Hill","40.68778","-73.98534","Entire home/apt","123","30","5","2019-04-30","0.16","21","343"
"16271818","10263854","Manhattan","Chinatown","40.71833","-73.99443","Entire home/apt","250","1","29","2019-06-21","0.95","1","358"
"16272419","106405713","Manhattan","Harlem","40.82098","-73.94214","Private room","100","2","5","2019-04-24","0.55","1","135"
"16273143","85938655","Manhattan","Hell's Kitchen","40.7625","-73.98802","Entire home/apt","250","3","31","2019-06-23","1.14","2","295"
"16273510","51501835","Manhattan","Hell's Kitchen","40.76518","-73.9929","Entire home/apt","98","30","8","2019-04-05","0.32","31","145"
"16273526","407407","Bronx","Norwood","40.87372","-73.88625","Private room","60","2","3","2017-12-25","0.1","1","364"
"16274836","106442885","Brooklyn","Bedford-Stuyvesant","40.69379","-73.93645","Private room","37","1","93","2019-05-31","3","2","2"
"16274854","106407359","Manhattan","Harlem","40.80255","-73.95434","Private room","75","2","121","2019-06-12","3.89","1","3"
"16274966","65800377","Brooklyn","Bushwick","40.70068","-73.92225","Private room","39","2","9","2019-07-07","0.29","3","79"
"16275030","106442885","Brooklyn","Bedford-Stuyvesant","40.68865","-73.93684","Private room","29","1","139","2019-06-24","4.43","2","2"
"16275767","106451051","Queens","Ridgewood","40.70338","-73.91006","Private room","40","5","8","2017-08-03","0.26","1","6"
"16275887","77304447","Manhattan","Harlem","40.82207","-73.95332","Private room","45","5","40","2019-07-03","1.31","3","45"
"16276172","106454216","Brooklyn","Bushwick","40.68763","-73.91773","Entire home/apt","55","3","53","2019-06-12","1.73","2","243"
"16276632","26432133","Queens","East Elmhurst","40.76335","-73.87007","Private room","48","1","510","2019-07-06","16.22","5","341"
"16276834","104166155","Brooklyn","East Flatbush","40.64171","-73.94721","Private room","49","1","1","2019-03-31","0.3","2","90"
"16279328","1154016","Brooklyn","Greenpoint","40.72287","-73.94135","Entire home/apt","135","5","13","2019-01-02","0.48","1","159"
"16280020","14683530","Manhattan","East Harlem","40.79507","-73.94248","Entire home/apt","200","5","8","2018-12-31","0.26","1","19"
"16281547","13715851","Manhattan","East Village","40.7284","-73.98673","Entire home/apt","850","3","0","","null","1","180"
"16282085","54342301","Brooklyn","Crown Heights","40.67748","-73.95101","Entire home/apt","300","2","11","2019-01-02","0.38","1","9"
